dataset,start_index,color_t,z_pretrained_dim1,z_pretrained_dim2,z_random_dim1,z_random_dim2
ett,4973,0.28762541806020064,3.0334713,1.6333467,8.385164,4.1087427
ett,5031,0.2909698996655518,3.95531,4.735532,8.332409,3.9971943
ett,5089,0.294314381270903,2.7508113,4.9510565,8.387583,4.0746536
ett,5147,0.29765886287625415,0.78590643,2.3042343,8.328462,3.9903648
ett,5204,0.3010033444816054,4.445507,5.0084677,8.298488,3.975031
ett,5262,0.30434782608695654,4.8190503,5.473244,8.366106,4.0047803
ett,5320,0.3076923076923077,0.9018834,3.722071,8.336073,4.022227
ett,5378,0.3110367892976589,1.9852304,1.8740114,8.385257,4.0548325
ett,5436,0.31438127090301005,6.782432,3.1068723,8.345297,4.0138035
ett,5494,0.3177257525083612,2.241732,4.840971,8.282038,3.948232
ett,5551,0.3210702341137124,6.4125295,3.757578,8.404171,4.049488
ett,5609,0.32441471571906355,3.677395,5.3827047,8.35733,4.020754
ett,5667,0.3277591973244147,0.3535989,2.7905397,8.289561,3.9757075
ett,5725,0.3311036789297659,6.9919715,2.8749,8.314874,4.1584306
ett,5783,0.33444816053511706,5.850384,3.203617,8.3301735,3.9377189
ett,5841,0.3377926421404682,4.4669447,1.9843385,8.281318,4.070363
ett,5898,0.3411371237458194,6.7792964,3.3748167,8.375998,4.0978007
ett,5956,0.34448160535117056,3.6186404,1.6106303,8.315191,4.005159
ett,6014,0.34782608695652173,7.219348,4.0570703,8.301479,4.1018677
ett,6072,0.3511705685618729,4.5556903,5.6124034,8.3598585,3.9816844
ett,6130,0.35451505016722407,1.5766886,4.406507,8.336195,4.0694113
ett,6188,0.35785953177257523,7.401774,3.620331,8.345486,4.087265
ett,6245,0.3612040133779264,4.8482146,4.8232007,8.301358,3.9245481
ett,6303,0.36454849498327757,4.266884,4.2399755,8.262408,4.089048
ett,6361,0.36789297658862874,0.6426131,3.215009,8.263355,3.9357307
ett,6419,0.3712374581939799,6.370481,2.4421494,8.3043375,3.996334
ett,6477,0.3745819397993311,7.611395,4.3022437,8.291086,3.9521172
ett,6535,0.37792642140468224,1.2556448,2.063209,8.31031,3.9909494
ett,6592,0.3812709030100334,4.909403,3.1870086,8.286493,4.006671
ett,6650,0.3846153846153846,7.071475,3.1363053,8.334839,4.106776
ett,6708,0.3879598662207358,7.748789,3.6795912,8.273205,4.018764
ett,6766,0.391304347826087,1.8536056,1.838276,8.349577,4.017941
ett,6824,0.39464882943143814,0.52349335,2.472621,8.369598,4.068069
ett,6882,0.3979933110367893,4.7573786,2.1633,8.345479,4.0441337
ett,6939,0.4013377926421405,4.152411,3.3446305,8.379281,4.031956
ett,6997,0.40468227424749165,4.4675603,4.411192,8.280196,4.0544753
ett,7055,0.4080267558528428,4.758846,2.0554643,8.297092,4.162464
ett,7113,0.411371237458194,7.233952,4.811767,8.23269,4.09943
ett,7171,0.41471571906354515,1.0448426,2.3111525,8.272583,4.055022
ett,7229,0.4180602006688963,4.2901607,3.9614396,8.325985,4.0866446
ett,7286,0.4214046822742475,4.5048556,5.5887065,8.344068,3.9402874
ett,7344,0.42474916387959866,2.543294,1.7537769,8.280141,3.9746451
ett,7402,0.4280936454849498,5.0611157,3.800299,8.394631,4.0975485
ett,7460,0.431438127090301,2.368503,2.6323602,8.265161,4.096225
ett,7518,0.43478260869565216,6.77928,3.9087632,8.324785,4.0461826
ett,7576,0.43812709030100333,4.6424003,4.450872,8.337442,3.975714
ett,7633,0.4414715719063545,2.076967,1.7673053,8.279816,3.9494328
ett,7691,0.44481605351170567,4.2127023,4.0761724,8.313869,4.066554
ett,7749,0.44816053511705684,7.2430305,3.6166325,8.315314,4.017647
ett,7807,0.451505016722408,2.2396307,4.664984,8.427284,4.064935
ett,7865,0.45484949832775917,1.5475689,3.174414,8.288886,3.797044
ett,7923,0.45819397993311034,2.854719,4.200085,8.230007,4.1013
ett,7980,0.4615384615384615,3.7920163,5.131412,8.362498,4.0794315
ett,8038,0.4648829431438127,7.327369,4.945655,8.359685,4.1212087
ett,8096,0.46822742474916385,4.4159393,4.7564735,8.321585,4.1788745
ett,8154,0.47157190635451507,0.6160604,3.0200582,8.399928,4.0071273
ett,8212,0.47491638795986624,8.073676,5.059048,8.16961,4.078152
ett,8270,0.4782608695652174,2.5674124,4.971337,8.293764,3.9980204
ett,8327,0.4816053511705686,2.2248678,1.7396278,8.330975,4.006479
ett,8385,0.48494983277591974,2.8619306,3.8712337,8.307226,4.1147394
ett,8443,0.4882943143812709,4.0613317,2.367316,8.356186,4.014503
ett,8501,0.4916387959866221,5.434154,3.3046432,8.365353,4.0804915
ett,8559,0.49498327759197325,2.045013,2.7884943,8.269807,3.9266894
ett,8617,0.4983277591973244,6.85843,3.385179,8.383519,4.1085668
ett,8674,0.5016722408026756,7.0309563,4.9006433,8.356198,4.125233
ett,8732,0.5050167224080268,6.3482494,3.217475,8.348403,4.16128
ett,8790,0.5083612040133779,0.94733304,3.5608456,8.304645,4.1120486
ett,8848,0.5117056856187291,6.8511977,3.2642906,8.325345,4.093969
ett,8906,0.5150501672240803,7.7624025,3.4479158,8.275678,3.9513392
ett,8964,0.5183946488294314,1.0854434,3.9573998,8.324286,4.053406
ett,9021,0.5217391304347826,5.638544,2.5308619,8.319266,3.9267857
ett,9079,0.5250836120401338,3.7487211,2.3757217,8.310285,4.0663733
ett,9137,0.5284280936454849,7.119345,4.520926,8.371151,4.079941
ett,9195,0.5317725752508361,4.6896515,2.8312502,8.258155,4.031661
ett,9253,0.5351170568561873,6.1193457,2.8537586,8.307239,3.949048
ett,9311,0.5384615384615384,7.026365,2.7499065,8.320379,3.9195802
ett,9368,0.5418060200668896,6.3277574,4.0822406,8.245562,4.0196238
ett,9426,0.5451505016722408,7.8332186,5.0328393,8.383424,3.9859734
ett,9484,0.5484949832775919,7.541933,3.2204995,8.380334,3.9755082
ett,9542,0.5518394648829431,1.113189,2.4593883,8.314948,4.0050054
ett,9600,0.5551839464882943,7.6455755,3.3377197,8.3833275,4.014244
ett,9658,0.5585284280936454,3.4939864,5.47376,8.342046,3.991955
ett,9715,0.5618729096989966,5.871446,3.5791156,8.344263,4.029065
ett,9773,0.5652173913043478,3.312268,2.3985302,8.3290205,4.033593
ett,9831,0.568561872909699,4.196517,2.252748,8.225062,4.0824294
ett,9889,0.5719063545150501,4.501683,3.133747,8.324284,4.143992
ett,9947,0.5752508361204013,2.396283,3.9693599,8.275495,4.02065
ett,10005,0.5785953177257525,4.67477,2.8762724,8.287595,4.0200753
ett,10062,0.5819397993311036,8.042083,3.5730026,8.348135,4.0400805
ett,10120,0.5852842809364548,4.0349364,4.455847,8.318486,4.0879574
ett,10178,0.588628762541806,6.5695157,5.376422,8.2784605,4.006469
ett,10236,0.5919732441471571,1.2501421,4.1403933,8.371321,3.9424891
ett,10294,0.5953177257525083,1.0982083,2.194022,8.293841,4.001467
ett,10352,0.5986622073578595,4.635683,3.6441672,8.330329,3.9646242
ett,10409,0.6020066889632107,6.0711427,4.317813,8.323363,3.9269726
ett,10467,0.6053511705685619,4.070338,3.3434677,8.249084,4.041204
ett,10525,0.6086956521739131,4.0849924,3.8641226,8.320329,4.0086527
ett,10583,0.6120401337792643,3.8719022,1.8985989,8.345467,4.05862
ett,10641,0.6153846153846154,5.4867883,5.0025153,8.365323,4.1663404
ett,10699,0.6187290969899666,4.136498,4.3277936,8.335998,3.9453602
ett,10756,0.6220735785953178,3.1552603,5.362957,8.362471,4.101433
ett,10814,0.6254180602006689,4.3608356,4.921498,8.210343,3.9668717
ett,10872,0.6287625418060201,4.7777267,3.2960548,8.32568,4.0643954
ett,10930,0.6321070234113713,2.8259246,4.870381,8.3649435,4.0378914
ett,10988,0.6354515050167224,6.771236,5.248021,8.268687,4.0523686
ett,11046,0.6387959866220736,0.7222404,3.0943706,8.306765,4.0110493
ett,11103,0.6421404682274248,5.493317,2.8323014,8.338654,4.030785
ett,11161,0.6454849498327759,7.83363,5.2711983,8.337842,4.0856805
ett,11219,0.6488294314381271,3.4749606,3.6681921,8.358329,4.046659
ett,11277,0.6521739130434783,4.230418,3.5243292,8.364297,4.0024014
ett,11335,0.6555183946488294,0.7549262,3.5159209,8.276138,3.939019
ett,11393,0.6588628762541806,3.9952211,1.7525045,8.3456955,4.0682907
ett,11450,0.6622073578595318,7.3305097,2.8263297,8.256683,4.092248
ett,11508,0.6655518394648829,4.3634305,2.3465357,8.337073,4.1006427
ett,11566,0.6688963210702341,7.1867943,3.1473222,8.248146,4.0078373
ett,11624,0.6722408026755853,3.2790458,5.107205,8.321011,3.978467
ett,11682,0.6755852842809364,3.504058,1.5582939,8.291747,4.05318
ett,11740,0.6789297658862876,7.1425037,4.3150835,8.357261,3.9820406
ett,11797,0.6822742474916388,1.8843583,3.0988595,8.306666,4.1123714
ett,11855,0.68561872909699,8.020233,3.5360916,8.325124,4.0150614
ett,11913,0.6889632107023411,4.864655,3.7669713,8.313243,3.99988
ett,11971,0.6923076923076923,3.0956373,4.8365784,8.32052,4.073198
ett,12029,0.6956521739130435,8.236887,4.9558825,8.319782,4.1349106
ett,12087,0.6989966555183946,4.337271,5.7843704,8.236428,4.12122
ett,12144,0.7023411371237458,0.42357653,2.6845372,8.289684,4.09434
ett,12202,0.705685618729097,1.8035904,2.617639,8.352137,3.9407184
ett,12260,0.7090301003344481,3.7891736,3.4858482,8.322841,4.009412
ett,12318,0.7123745819397993,3.882324,4.881944,8.279262,4.0715294
ett,12376,0.7157190635451505,3.5345938,5.0891333,8.370363,3.9393072
ett,12434,0.7190635451505016,4.0458193,1.768916,8.326604,4.1300025
ett,12491,0.7224080267558528,7.009878,5.1077156,8.284489,3.9624965
ett,12549,0.725752508361204,4.5091515,3.510438,8.3529415,4.05429
ett,12607,0.7290969899665551,4.6739397,2.9326563,8.249918,4.039611
ett,12665,0.7324414715719063,7.9338436,4.701647,8.318049,4.046008
ett,12723,0.7357859531772575,2.8753917,1.9587018,8.356047,4.006095
ett,12781,0.7391304347826086,3.4714012,1.5648973,8.3506565,4.053174
ett,12838,0.7424749163879598,3.054892,2.5914698,8.282145,3.7974453
ett,12896,0.745819397993311,4.3236885,2.7565353,8.338173,4.042505
ett,12954,0.7491638795986622,5.3553915,5.180518,8.3743105,4.079001
ett,13012,0.7525083612040133,6.6071353,3.454493,8.339769,4.1222634
ett,13070,0.7558528428093645,2.3626194,4.900259,8.338947,3.9564216
ett,13128,0.7591973244147157,4.0402927,5.145633,8.313469,3.9499373
ett,13185,0.7625418060200668,4.390037,5.821126,8.305197,4.0175347
ett,13243,0.765886287625418,1.0131906,2.0329535,8.3203335,4.047076
ett,13301,0.7692307692307692,2.991412,2.8286483,8.291831,3.8648531
ett,13359,0.7725752508361204,1.891947,4.436534,8.39906,3.9790492
ett,13417,0.7759197324414716,3.2553384,2.8024738,8.330248,4.0291615
ett,13475,0.7792642140468228,1.6386876,4.088973,8.292356,4.0745306
ett,13532,0.782608695652174,3.286835,5.4184957,8.330035,4.1220026
ett,13590,0.7859531772575251,6.0906415,3.1734786,8.186211,4.0491447
ett,13648,0.7892976588628763,8.323929,4.7276154,8.323499,4.0350556
ett,13706,0.7926421404682275,7.889515,5.2449026,8.326543,3.9550793
ett,13764,0.7959866220735786,0.9125196,3.8868468,8.343019,4.058837
ett,13822,0.7993311036789298,0.46045917,3.236075,8.282264,4.1352963
ett,13879,0.802675585284281,3.391108,3.3208957,8.394646,4.080735
ett,13937,0.8060200668896321,7.575366,3.7346,8.33212,3.9375992
ett,13995,0.8093645484949833,4.4545116,3.198027,8.329229,3.9497437
ett,14053,0.8127090301003345,4.935658,3.353735,8.400435,4.086186
ett,14111,0.8160535117056856,2.6215765,5.1065216,8.322693,3.9916546
ett,14169,0.8193979933110368,1.1810751,2.2203977,8.311451,4.05443
ett,14226,0.822742474916388,7.9019866,4.8209925,8.370645,3.9932456
ett,14284,0.8260869565217391,5.336704,4.8035865,8.385799,3.9725246
ett,14342,0.8294314381270903,1.4419606,2.9486887,8.306035,3.9638696
ett,14400,0.8327759197324415,1.390771,3.903138,8.28078,4.050838
ett,14458,0.8361204013377926,6.920368,3.8583395,8.30601,4.027623
ett,14516,0.8394648829431438,7.9212832,3.3059669,8.276403,4.0447683
ett,14573,0.842809364548495,4.20298,3.762164,8.225477,4.0184593
ett,14631,0.8461538461538461,7.531487,4.2277384,8.337535,4.14903
ett,14689,0.8494983277591973,4.391719,2.9291563,8.385528,4.1204934
ett,14747,0.8528428093645485,0.49522427,2.9929793,8.328598,4.010506
ett,14805,0.8561872909698997,1.1907613,3.3129911,8.3334465,4.0247526
ett,14863,0.8595317725752508,7.635475,3.3524346,8.316419,4.089861
ett,14920,0.862876254180602,4.7048225,5.5105276,8.338821,4.0202775
ett,14978,0.8662207357859532,2.3967376,4.5639987,8.313345,3.9869
ett,15036,0.8695652173913043,0.31486222,3.0010784,8.311869,4.0374045
ett,15094,0.8729096989966555,1.6617062,2.0916464,8.291032,3.9272711
ett,15152,0.8762541806020067,6.648532,2.9920528,8.345369,4.058696
ett,15210,0.8795986622073578,7.7990546,4.8488746,8.327059,4.016888
ett,15267,0.882943143812709,3.9419227,3.0870807,8.391961,4.0593576
ett,15325,0.8862876254180602,6.078288,3.473409,8.271225,4.0797424
ett,15383,0.8896321070234113,4.530768,5.8147273,8.340597,4.001222
ett,15441,0.8929765886287625,0.33834484,3.2522752,8.277864,4.088291
ett,15499,0.8963210702341137,0.8386032,3.1717043,8.320331,3.9351356
ett,15557,0.8996655518394648,8.166407,5.100098,8.306308,4.097816
ett,15614,0.903010033444816,2.1787028,2.7114356,8.330313,4.012462
ett,15672,0.9063545150501672,1.339187,2.8663304,8.258592,4.061034
ett,15730,0.9096989966555183,2.5019798,3.5614424,8.355143,3.9979455
ett,15788,0.9130434782608695,4.108906,5.682728,8.39369,4.065477
ett,15846,0.9163879598662207,1.9251012,4.541453,8.304653,3.990519
ett,15904,0.9197324414715718,1.5185257,2.2499206,8.360402,4.2236238
ett,15961,0.923076923076923,3.258606,3.004434,8.287338,4.1047077
ett,16019,0.9264214046822742,3.846192,5.3032584,8.299725,4.110249
ett,16077,0.9297658862876254,6.300829,2.498331,8.242417,4.103607
ett,16135,0.9331103678929765,7.494372,4.4434032,8.351285,4.0781226
ett,16193,0.9364548494983277,3.7148874,1.5263169,8.2868,4.13297
ett,16251,0.9397993311036789,2.961376,3.0211368,8.33189,4.0367546
ett,16308,0.9431438127090301,0.5293213,2.5607972,8.317743,4.0247707
ett,16366,0.9464882943143813,6.5107036,3.324337,8.211073,3.9454641
ett,16424,0.9498327759197325,7.708437,5.147326,8.322288,4.0281034
ett,16482,0.9531772575250836,5.1860228,3.6723235,8.327906,3.9138398
ett,16540,0.9565217391304348,0.69194406,3.6835148,8.289864,3.9420042
ett,16598,0.959866220735786,3.9092557,4.4025426,8.257981,3.9984982
ett,16655,0.9632107023411371,0.8848803,2.557642,8.364491,3.973194
ett,16713,0.9665551839464883,6.8874993,4.0050035,8.305243,4.224767
ett,16771,0.9698996655518395,5.534798,3.1826546,8.341489,4.0294323
ett,16829,0.9732441471571907,6.828821,2.5930445,8.339264,3.9523962
ett,16887,0.9765886287625418,7.343072,2.812493,8.266143,3.9632292
ett,16945,0.979933110367893,7.4116855,4.168646,8.345185,4.21586
ett,17002,0.9832775919732442,0.56036305,3.3238862,8.37603,4.0576425
ett,17060,0.9866220735785953,4.85342,3.045279,8.299466,4.0071673
ett,17118,0.9899665551839465,6.733286,4.356849,8.369904,4.0392656
ett,17176,0.9933110367892977,3.955982,4.3397145,8.326899,3.9797475
ett,17234,0.9966555183946488,3.042641,4.980732,8.345393,4.0905194
ett,17292,1.0,1.5770825,4.475424,8.322118,4.0695353
