dataset,start_index,color_t,z_pretrained_dim1,z_pretrained_dim2,z_random_dim1,z_random_dim2
traffic,2213,0.12709030100334448,0.27848315,7.2454214,0.80546737,4.1113553
traffic,2271,0.13043478260869565,3.4500105,8.967561,0.8300012,4.170144
traffic,2329,0.13377926421404682,1.0035664,5.232505,0.21200682,4.787987
traffic,2388,0.13712374581939799,0.009819891,6.136545,0.7883665,4.189283
traffic,2446,0.14046822742474915,2.4382296,10.103931,0.2305515,4.746741
traffic,2504,0.14381270903010032,1.943224,7.145665,0.2156689,4.752431
traffic,2562,0.1471571906354515,4.9679666,7.221634,0.68974584,4.0241866
traffic,2621,0.1505016722408027,1.7560735,10.162869,0.32059023,4.2173133
traffic,2679,0.15384615384615385,1.6266347,6.5336676,0.8322398,4.2259727
traffic,2737,0.15719063545150502,4.9483266,7.816547,0.90793455,4.1595416
traffic,2795,0.1605351170568562,3.2195277,7.5815344,0.18638685,4.721624
traffic,2854,0.16387959866220736,0.51506734,8.98838,0.28687814,4.291469
traffic,2912,0.16722408026755853,4.1597133,8.606177,0.7855928,4.2203264
traffic,2970,0.1705685618729097,3.7869399,7.539333,0.7674569,4.1347284
traffic,3028,0.17391304347826086,0.40253267,6.7289352,0.201143,4.759807
traffic,3087,0.17725752508361203,3.8605287,9.881346,0.08220435,4.6423244
traffic,3145,0.1806020066889632,2.7364957,7.6635184,0.78948873,4.042854
traffic,3203,0.18394648829431437,0.587224,4.487292,0.18670446,4.681296
traffic,3261,0.18729096989966554,3.8516948,10.7377825,0.2101285,4.8438997
traffic,3320,0.1906354515050167,2.0413845,7.934217,0.21493441,4.656734
traffic,3378,0.1939799331103679,2.1900196,5.751496,0.8766313,4.1696296
traffic,3436,0.19732441471571907,5.156912,8.78526,0.80317295,4.1461453
traffic,3494,0.20066889632107024,1.275052,9.28204,0.10826696,4.6631765
traffic,3553,0.2040133779264214,1.8752812,4.4753275,0.77900034,4.2533917
traffic,3611,0.20735785953177258,3.667104,7.765104,0.79725194,4.0789256
traffic,3669,0.21070234113712374,0.8533496,9.47968,0.7214571,4.1475234
traffic,3727,0.2140468227424749,0.3927855,5.9477763,0.28473884,4.2037416
traffic,3786,0.21739130434782608,3.8030581,8.038082,0.21943639,4.7741385
traffic,3844,0.22073578595317725,0.81815606,5.2986364,0.75336593,4.1022973
traffic,3902,0.22408026755852842,-0.4219694,6.5586386,0.8167067,4.145604
traffic,3960,0.22742474916387959,2.4516907,8.463155,0.15052542,4.7862434
traffic,4019,0.23076923076923075,2.5743146,5.549376,0.7623556,4.2059736
traffic,4077,0.23411371237458192,5.4904094,6.9601245,0.1277846,4.754638
traffic,4135,0.23745819397993312,2.0139143,9.4136,0.75514597,4.096352
traffic,4193,0.2408026755852843,2.1842902,6.530409,0.18764997,4.7318482
traffic,4252,0.24414715719063546,5.1189227,8.914657,0.77727616,4.1514993
traffic,4310,0.24749163879598662,1.1606542,9.186484,0.7728244,4.22897
traffic,4368,0.2508361204013378,1.689159,4.344461,0.21462849,4.766079
traffic,4426,0.25418060200668896,4.64875,8.220876,0.75603056,4.110538
traffic,4485,0.25752508361204013,2.5143812,10.023505,0.85735893,4.0581203
traffic,4543,0.2608695652173913,-0.086547785,6.8933325,0.1480129,4.772033
traffic,4601,0.26421404682274247,4.2560987,8.528959,0.77533436,4.1407
traffic,4659,0.26755852842809363,3.0332673,7.1689672,0.86555624,4.146133
traffic,4718,0.2709030100334448,0.7050103,4.77241,0.9192335,4.221189
traffic,4776,0.27424749163879597,4.1349335,8.893726,0.6303823,4.120584
traffic,4834,0.27759197324414714,2.145449,7.5773416,0.20557864,4.8488493
traffic,4892,0.2809364548494983,3.0138671,5.2728157,0.21798266,4.7568808
traffic,4951,0.2842809364548495,3.9130046,9.22045,0.77503526,4.0129414
traffic,5009,0.28762541806020064,2.6550696,6.8350945,0.7505324,4.2662883
traffic,5067,0.2909698996655518,0.80340624,6.0700936,0.77297276,4.0436206
traffic,5125,0.294314381270903,2.89454,10.100088,0.16748486,4.7974515
traffic,5184,0.29765886287625415,1.2011491,5.766278,0.16996175,4.8136587
traffic,5242,0.3010033444816054,0.9852565,4.588559,0.23336446,4.8353367
traffic,5300,0.30434782608695654,2.7640445,9.90657,0.846201,4.17789
traffic,5358,0.3076923076923077,0.87906146,6.9011316,0.797221,4.22368
traffic,5417,0.3110367892976589,4.752313,7.2149096,0.13258758,4.729741
traffic,5475,0.31438127090301005,3.130398,7.4200034,0.7413245,4.097084
traffic,5533,0.3177257525083612,2.2918787,5.152126,0.7268955,4.114032
traffic,5591,0.3210702341137124,5.8052783,7.28609,0.26409432,4.7910852
traffic,5650,0.32441471571906355,3.301056,7.772977,0.21293534,4.644546
traffic,5708,0.3277591973244147,0.61519766,9.142887,0.82662785,4.1591845
traffic,5766,0.3311036789297659,4.0654683,9.565522,0.18588264,4.7358027
traffic,5824,0.33444816053511706,3.0669188,8.347904,0.8034827,4.1471834
traffic,5882,0.3377926421404682,1.0982935,4.3923073,0.78228474,4.1458707
traffic,5941,0.3411371237458194,-0.5084649,6.611471,0.78535354,4.099711
traffic,5999,0.34448160535117056,2.1636713,9.260348,0.8201792,4.102659
traffic,6057,0.34782608695652173,0.64641416,5.189501,0.80510235,4.123723
traffic,6115,0.3511705685618729,4.546008,8.761735,0.22727096,4.7498975
traffic,6174,0.35451505016722407,1.4742936,9.578058,0.69930404,4.163824
traffic,6232,0.35785953177257523,2.1241827,6.135132,0.17864549,4.823336
traffic,6290,0.3612040133779264,4.570573,8.138185,0.7871789,4.1030707
traffic,6348,0.36454849498327757,1.1737669,9.060743,0.39358363,4.207075
traffic,6407,0.36789297658862874,2.2950835,4.691788,0.77429944,4.096013
traffic,6465,0.3712374581939799,4.273639,8.159352,0.6503809,4.1538916
traffic,6523,0.3745819397993311,2.9646761,6.9431458,0.76812214,4.0524735
traffic,6581,0.37792642140468224,0.37225184,7.6904783,0.7985696,4.1479344
traffic,6640,0.3812709030100334,3.4901035,8.548283,0.72623986,4.1671095
traffic,6698,0.3846153846153846,0.9384319,4.972538,0.7296968,4.189913
traffic,6756,0.3879598662207358,0.15515016,5.8639283,0.24855533,4.8232536
traffic,6814,0.391304347826087,2.5487301,10.09664,0.7562132,4.135447
traffic,6873,0.39464882943143814,2.487114,6.0520897,0.26490897,4.6599035
traffic,6931,0.3979933110367893,5.1629815,7.0573196,0.24912502,4.223837
traffic,6989,0.4013377926421405,1.7913756,10.115274,0.17837639,4.7950644
traffic,7047,0.40468227424749165,1.7111415,6.427759,0.24545152,4.3853674
traffic,7106,0.4080267558528428,4.9725313,7.840236,0.21492705,4.795854
traffic,7164,0.411371237458194,1.601448,9.843131,0.1370528,4.781446
traffic,7222,0.41471571906354515,0.46220094,9.110961,0.21511814,4.733466
traffic,7280,0.4180602006688963,4.212217,9.719373,0.7931104,4.140492
traffic,7339,0.4214046822742475,3.7994673,7.5767245,0.18321623,4.670189
traffic,7397,0.42474916387959866,0.49807692,6.5740924,0.7816987,4.083944
traffic,7455,0.4280936454849498,3.7835188,10.1982155,0.1740107,4.633743
traffic,7513,0.431438127090301,2.5795133,8.386932,0.13794051,4.790223
traffic,7572,0.43478260869565216,0.5516402,4.4424505,0.18043147,4.798442
traffic,7630,0.43812709030100333,3.7411988,10.678466,0.20301887,4.8006663
traffic,7688,0.4414715719063545,1.710555,9.473617,0.82293266,4.1119785
traffic,7746,0.44481605351170567,2.3031445,5.9983306,0.6845116,4.2399564
traffic,7805,0.44816053511705684,4.311866,6.6483817,0.23510756,4.757546
traffic,7863,0.451505016722408,1.4490229,5.0939245,0.3147797,4.293353
traffic,7921,0.45484949832775917,5.453698,7.4013977,0.1163088,4.778181
traffic,7979,0.45819397993311034,4.174594,7.92575,0.2575701,4.7686615
traffic,8038,0.4615384615384615,0.5327795,9.387534,0.7651298,4.1295366
traffic,8096,0.4648829431438127,0.2684025,6.6638165,0.57879406,4.154207
traffic,8154,0.46822742474916385,3.7421567,8.229006,0.7941808,4.203128
traffic,8212,0.47157190635451507,0.7094924,4.888192,0.21000905,4.6792183
traffic,8271,0.47491638795986624,-0.4956101,6.6482334,0.74313194,4.3160477
traffic,8329,0.4782608695652174,2.5388482,8.590755,0.8101862,4.1344533
traffic,8387,0.4816053511705686,2.7072494,5.8946586,0.73704296,4.1304216
traffic,8445,0.48494983277591974,5.3782015,6.9575553,0.14807189,4.7118115
traffic,8504,0.4882943143812709,1.383356,6.874654,0.12466446,4.713419
traffic,8562,0.4916387959866221,2.2274253,6.5348663,0.71016574,4.1787705
traffic,8620,0.49498327759197325,5.2846284,8.694033,0.16609061,4.690547
traffic,8678,0.4983277591973244,1.3660268,8.803359,0.063176505,4.725933
traffic,8737,0.5016722408026756,2.290983,4.6167197,0.7398757,4.0326753
traffic,8795,0.5050167224080268,4.54132,8.02207,0.8020172,4.1751714
traffic,8853,0.5083612040133779,2.807736,9.442331,0.732249,4.171414
traffic,8911,0.5117056856187291,-0.06649262,6.9834113,0.059371065,4.7101283
traffic,8970,0.5150501672240803,4.227284,8.58511,0.21810023,4.642533
traffic,9028,0.5183946488294314,3.0632792,7.0717297,0.8791887,4.2789245
traffic,9086,0.5217391304347826,0.56938493,4.4032006,0.21083449,4.4849544
traffic,9144,0.5250836120401338,5.744997,7.320886,0.2444042,4.2252398
traffic,9203,0.5284280936454849,2.2790928,7.352927,0.7783609,4.172291
traffic,9261,0.5317725752508361,2.9282806,5.257445,0.15911739,4.762406
traffic,9319,0.5351170568561873,3.6189537,10.450044,0.13474263,4.826169
traffic,9377,0.5384615384615384,1.9752704,7.583708,0.39989927,4.0376763
traffic,9436,0.5418060200668896,1.1984513,4.918122,0.8015396,4.108203
traffic,9494,0.5451505016722408,2.8564515,10.31817,0.7568769,4.250576
traffic,9552,0.5484949832775919,0.46193728,9.133257,0.13551264,4.8041096
traffic,9610,0.5518394648829431,1.1884391,4.7633047,0.14327815,4.84253
traffic,9669,0.5551839464882943,2.7494583,9.955657,0.2381072,4.8317738
traffic,9727,0.5585284280936454,0.99458236,6.7225904,0.07500736,4.690019
traffic,9785,0.5618729096989966,-0.73272425,6.535599,0.7682715,4.0432696
traffic,9843,0.5652173913043478,2.9603105,7.7235036,0.74969256,4.1578937
traffic,9902,0.568561872909699,2.2825713,5.150788,0.18140516,4.280427
traffic,9960,0.5719063545150501,5.7669573,7.218475,0.8248135,4.2072887
traffic,10018,0.5752508361204013,2.9305527,8.090627,0.09669592,4.7383175
traffic,10076,0.5785953177257525,2.339734,6.8648214,0.7659028,4.082297
traffic,10135,0.5819397993311036,4.142082,9.817533,0.27250978,4.730029
traffic,10193,0.5852842809364548,3.0705411,8.200423,0.8176523,4.028673
traffic,10251,0.588628762541806,1.3034705,4.473307,0.8243832,4.186285
traffic,10309,0.5919732441471571,3.7017262,9.816912,0.7345491,4.061934
traffic,10368,0.5953177257525083,2.2471602,9.241905,0.308846,4.743614
traffic,10426,0.5986622073578595,0.658738,4.701795,0.14625336,4.7807302
traffic,10484,0.6020066889632107,3.9046025,10.588662,0.9097742,4.151292
traffic,10542,0.6053511705685619,1.5116538,9.775891,0.16203472,4.7063684
traffic,10601,0.6086956521739131,2.2759964,5.9354434,0.16876616,4.62752
traffic,10659,0.6120401337792643,4.98081,8.420825,0.92967993,4.1139045
traffic,10717,0.6153846153846154,1.0189263,9.134099,0.96653754,4.2349224
traffic,10775,0.6187290969899666,2.2946196,4.6519847,0.23378095,4.737214
traffic,10834,0.6220735785953178,4.083469,7.7464747,0.10939914,4.729167
traffic,10892,0.6254180602006689,0.9353938,9.411107,0.14036801,4.748684
traffic,10950,0.6287625418060201,0.32427436,7.069913,0.7711432,4.101216
traffic,11008,0.6321070234113713,3.5346034,8.51939,0.36804593,4.1345153
traffic,11067,0.6354515050167224,0.79073405,5.073428,0.1966745,4.3286858
traffic,11125,0.6387959866220736,-0.26415324,6.4818773,0.20455296,4.7222724
traffic,11183,0.6421404682274248,2.478761,9.09407,0.09552631,4.6748724
traffic,11241,0.6454849498327759,2.6446176,6.1510205,0.7631401,4.204888
traffic,11300,0.6488294314381271,5.357519,7.0097766,0.8532289,4.1526847
traffic,11358,0.6521739130434783,1.9782221,10.079985,0.10356594,4.8277345
traffic,11416,0.6555183946488294,1.9866228,6.6387005,0.30950975,4.1144433
traffic,11474,0.6588628762541806,5.0403557,7.8762126,0.7411926,4.158291
traffic,11533,0.6622073578595318,1.6574153,9.966028,0.7436192,4.189386
traffic,11591,0.6655518394648829,1.3580477,5.724253,0.8339252,4.11561
traffic,11649,0.6688963210702341,4.3507967,8.028395,0.8225619,4.1899753
traffic,11707,0.6722408026755853,3.4443004,7.461998,0.8149927,4.056383
traffic,11765,0.6755852842809364,0.01662292,7.035322,0.21528772,4.84883
traffic,11824,0.6789297658862876,4.058755,8.844165,0.20616126,4.8543625
traffic,11882,0.6822742474916388,2.9355328,7.328415,0.07165112,4.5140734
traffic,11940,0.68561872909699,0.43331972,4.4518566,0.79927456,4.190588
traffic,11998,0.6889632107023411,3.7672875,10.674512,0.84976596,4.162259
traffic,12057,0.6923076923076923,2.2422757,7.671263,0.3475515,4.1394877
traffic,12115,0.6956521739130435,2.8886786,5.501853,0.7975517,4.162763
traffic,12173,0.6989966555183946,3.3258843,10.338403,0.7976722,4.070478
traffic,12231,0.7023411371237458,1.544865,8.355446,0.79611,4.090857
traffic,12290,0.705685618729097,1.5327094,4.3552794,0.12906335,4.747472
traffic,12348,0.7090301003344481,3.650822,10.022471,0.72493887,4.2427278
traffic,12406,0.7123745819397993,0.54417205,9.369007,0.16087717,4.7687063
traffic,12464,0.7157190635451505,0.5382086,5.6014576,0.19289425,4.762823
traffic,12523,0.7190635451505016,3.1620262,9.166209,0.73657966,4.0737915
traffic,12581,0.7224080267558528,1.0569283,6.5832214,0.8439019,4.168039
traffic,12639,0.725752508361204,-0.6899948,6.7464647,0.19462608,4.7927055
traffic,12697,0.7290969899665551,2.6902401,8.060517,0.79435307,4.068111
traffic,12756,0.7324414715719063,2.4796324,5.2913837,0.836369,4.113683
traffic,12814,0.7357859531772575,5.6963954,7.080943,0.2058601,4.7029796
traffic,12872,0.7391304347826086,2.2686813,8.151431,0.7127398,4.1118865
traffic,12930,0.7424749163879598,2.199697,6.7584324,0.16012976,4.652929
traffic,12989,0.745819397993311,4.1940374,9.663624,0.78461367,4.1296825
traffic,13047,0.7491638795986622,2.0203834,9.060348,0.24020846,4.263016
traffic,13105,0.7525083612040133,1.2455595,4.364748,0.9158093,4.1926413
traffic,13163,0.7558528428093645,0.02044012,6.1297107,0.1533831,4.6764803
traffic,13222,0.7591973244147157,2.3668141,9.762287,0.69561505,4.1520414
traffic,13280,0.7625418060200668,0.69327027,5.463273,0.092596896,4.6038356
traffic,13338,0.765886287625418,4.3776245,8.593705,0.1927526,4.7456007
traffic,13396,0.7692307692307692,1.5213593,8.920304,0.24049631,4.761616
traffic,13455,0.7725752508361204,1.8861506,6.0981236,0.23232998,4.763409
traffic,13513,0.7759197324414716,4.745287,8.349059,0.1385193,4.726412
traffic,13571,0.7792642140468228,1.5503926,8.023443,0.18459558,4.451112
traffic,13629,0.782608695652174,2.8318098,5.103989,0.8240527,4.1211
traffic,13688,0.7859531772575251,4.222283,8.22875,0.84405416,4.072252
traffic,13746,0.7892976588628763,2.8814547,6.7967677,0.060110833,4.720528
traffic,13804,0.7926421404682275,0.3871697,7.2595367,0.21015437,4.800811
traffic,13862,0.7959866220735786,2.7775857,10.198895,0.4036138,4.205806
traffic,13921,0.7993311036789298,1.1275535,5.1268167,0.2130299,4.8557043
traffic,13979,0.802675585284281,0.27628192,5.301699,0.27268195,4.757101
traffic,14037,0.8060200668896321,2.505261,10.161151,0.86744976,4.146455
traffic,14095,0.8093645484949833,1.4109825,7.008607,0.74669373,4.154488
traffic,14154,0.8127090301003345,4.9961348,7.0954056,0.43691093,4.066801
traffic,14212,0.8160535117056856,1.6067649,10.084828,0.8437817,4.0729785
traffic,14270,0.8193979933110368,2.0858564,5.400236,0.76285416,4.1608906
traffic,14328,0.822742474916388,5.4310136,7.600806,0.23845431,4.2071433
traffic,14387,0.8260869565217391,3.3161252,7.6238103,0.77253914,4.012362
traffic,14445,0.8294314381270903,0.5350169,9.019417,0.17355783,4.7849593
traffic,14503,0.8327759197324415,4.1321325,9.424307,0.2563172,4.7233806
traffic,14561,0.8361204013377926,3.7289574,7.4805574,0.15832563,4.1593537
traffic,14620,0.8394648829431438,0.69647086,4.797806,0.8880182,4.1481605
traffic,14678,0.842809364548495,-0.53812873,6.6288867,0.7847868,4.1419086
traffic,14736,0.8461538461538461,2.4482512,8.283599,0.18923564,4.780399
traffic,14794,0.8494983277591973,0.56456506,4.6122017,0.1798123,4.8647885
traffic,14853,0.8528428093645485,3.7666836,10.65696,0.79414284,4.185431
traffic,14911,0.8561872909698997,1.6973556,9.194357,0.83398783,4.168341
traffic,14969,0.8595317725752508,2.3505871,6.0807495,0.09705864,4.6586776
traffic,15027,0.862876254180602,4.864055,8.467105,0.8778665,4.0801153
traffic,15086,0.8662207357859532,1.244093,9.311487,0.7595976,4.147176
traffic,15144,0.8695652173913043,2.0430224,4.474559,0.10859703,4.3372865
traffic,15202,0.8729096989966555,4.1717577,7.7329116,0.21070437,4.8910327
traffic,15260,0.8762541806020067,0.80335665,9.174898,0.11291219,4.803086
traffic,15319,0.8795986622073578,0.33774605,6.289367,0.7310707,4.164094
traffic,15377,0.882943143812709,3.8125117,8.273,0.7939508,4.0677166
traffic,15435,0.8862876254180602,0.92458385,4.9183893,0.19704425,4.280354
traffic,15493,0.8896321070234113,-0.20690607,6.4150243,0.1341635,4.2882886
traffic,15552,0.8929765886287625,2.4972596,8.527853,0.76419055,4.207298
traffic,15610,0.8963210702341137,2.7389405,6.069652,0.77884674,4.1728506
traffic,15668,0.8996655518394648,5.2393117,6.867326,0.15731896,4.7807546
traffic,15726,0.903010033444816,1.8846793,10.033231,0.10598023,4.814818
traffic,15785,0.9063545150501672,2.1261415,6.7519927,0.7864021,4.1707244
traffic,15843,0.9096989966555183,5.082787,8.307304,0.7521919,4.1797523
traffic,15901,0.9130434782608695,1.7427624,10.016195,0.13988131,4.5825386
traffic,15959,0.9163879598662207,1.1855989,5.899252,0.053992372,4.6931257
traffic,16018,0.9197324414715718,4.657429,8.20017,0.7800198,4.170462
traffic,16076,0.923076923076923,2.774007,9.612275,0.88227254,4.1078734
traffic,16134,0.9264214046822742,-0.08219019,7.1132383,0.8590265,4.109592
traffic,16192,0.9297658862876254,4.0901117,9.85809,0.7983461,4.121556
traffic,16251,0.9331103678929765,2.723657,7.3359256,0.8779861,4.129802
traffic,16309,0.9364548494983277,0.4158246,4.3803806,0.12675907,4.785751
traffic,16367,0.9397993311036789,3.604607,10.62045,0.850253,4.185438
traffic,16425,0.9431438127090301,2.0097482,8.128771,0.6908789,4.137426
traffic,16484,0.9464882943143813,2.9809334,5.5018263,0.83847004,4.1190133
traffic,16542,0.9498327759197325,4.358943,6.575918,0.60469496,4.2303033
traffic,16600,0.9531772575250836,1.620445,5.2682595,0.7433425,4.2065644
traffic,16658,0.9565217391304348,5.1546645,7.497113,0.34412336,4.185743
traffic,16717,0.959866220735786,3.2773285,9.822672,0.80009526,4.147539
traffic,16775,0.9632107023411371,0.7641886,9.526607,0.09192582,4.798475
traffic,16833,0.9665551839464883,0.46005067,5.671699,0.13381793,4.6114173
traffic,16891,0.9698996655518395,3.7296116,8.127965,0.261917,4.277291
traffic,16950,0.9732441471571907,0.9471211,6.572977,0.19082649,4.713429
traffic,17008,0.9765886287625418,-0.7858844,6.6093802,0.8682363,4.162432
traffic,17066,0.979933110367893,2.7082942,8.103489,0.7004268,4.1601887
traffic,17124,0.9832775919732442,2.5703895,5.42014,0.21857056,4.6617827
traffic,17183,0.9866220735785953,5.7915354,7.136159,0.25715655,4.839397
traffic,17241,0.9899665551839465,1.9834986,7.7284813,0.21561913,4.5743594
traffic,17299,0.9933110367892977,1.7756312,5.200999,0.68594044,4.1381955
traffic,17357,0.9966555183946488,5.2191477,8.78038,0.7775749,4.1557794
traffic,17416,1.0,2.8957682,8.340811,0.74521536,4.1560345
