dataset,model,metric,value
weather,transformer,LTC_dir_baseline_cmp,-0.2993019223213196
weather,transformer,FSS_baseline_cmp_pvalue,0.0
weather,transformer,PDS_baseline_cmp_pvalue,0.2411197219323017
ett,tsfm_pretrained,MCS_in,1.0
ett,tsfm_pretrained,MCS_ood,1.0
ett,tsfm_pretrained,PDS_in_spearman,0.0703507019296492
ett,tsfm_pretrained,PDS_ood_spearman,-0.196776907303223
ett,tsfm_pretrained,PDS_in_pvalue,0.5431995901061227
ett,tsfm_pretrained,PDS_ood_pvalue,0.0862935621895611
ett,tsfm_pretrained,FSS_baseline_cmp,-0.0714109027050245
ett,tsfm_pretrained,PDS_baseline_cmp,0.0703507019296492
ett,tsfm_pretrained,LTC_step_baseline_cmp,5.59438943862915
ett,tsfm_pretrained,LTC_dir_baseline_cmp,-0.3882714807987213
ett,tsfm_pretrained,FSS_baseline_cmp_pvalue,0.0001105982379116
ett,tsfm_pretrained,PDS_baseline_cmp_pvalue,0.5431995901061227
ett,lstm,FSS_baseline_cmp,-0.9931263878727322
ett,lstm,PDS_baseline_cmp,0.2571638887428361
ett,lstm,LTC_step_baseline_cmp,0.11847884953022
ett,lstm,LTC_dir_baseline_cmp,-0.1652672737836837
ett,lstm,FSS_baseline_cmp_pvalue,0.0
ett,lstm,PDS_baseline_cmp_pvalue,0.0239573958890305
ett,tcn,FSS_baseline_cmp,-0.7714690567196276
ett,tcn,PDS_baseline_cmp,-0.0434828329565171
ett,tcn,LTC_step_baseline_cmp,0.7032349705696106
ett,tcn,LTC_dir_baseline_cmp,-0.262455403804779
ett,tcn,FSS_baseline_cmp_pvalue,0.0
ett,tcn,PDS_baseline_cmp_pvalue,0.7072908360868515
ett,transformer,FSS_baseline_cmp,-0.9338190451972924
ett,transformer,PDS_baseline_cmp,-0.2028760712971239
ett,transformer,LTC_step_baseline_cmp,9.455456733703612
ett,transformer,LTC_dir_baseline_cmp,-0.1669584363698959
ett,transformer,FSS_baseline_cmp_pvalue,0.0
ett,transformer,PDS_baseline_cmp_pvalue,0.0767997895840534
traffic,tsfm_pretrained,MCS_in,1.0
traffic,tsfm_pretrained,MCS_ood,0.987012987012987
traffic,tsfm_pretrained,PDS_in_spearman,0.0017613964982386
traffic,tsfm_pretrained,PDS_ood_spearman,0.0801041064198958
traffic,tsfm_pretrained,PDS_in_pvalue,0.9878699155852524
traffic,tsfm_pretrained,PDS_ood_pvalue,0.4886060069515384
traffic,tsfm_pretrained,FSS_baseline_cmp,-0.1163114654931316
traffic,tsfm_pretrained,PDS_baseline_cmp,0.0017613964982386
traffic,tsfm_pretrained,LTC_step_baseline_cmp,4.296505928039551
traffic,tsfm_pretrained,LTC_dir_baseline_cmp,-0.3451896607875824
traffic,tsfm_pretrained,FSS_baseline_cmp_pvalue,2.7846148333751305e-10
traffic,tsfm_pretrained,PDS_baseline_cmp_pvalue,0.9878699155852524
traffic,lstm,FSS_baseline_cmp,-0.963281903215372
traffic,lstm,PDS_baseline_cmp,-0.1686208528313791
traffic,lstm,LTC_step_baseline_cmp,0.0878644585609436
traffic,lstm,LTC_dir_baseline_cmp,0.0354896672070026
traffic,lstm,FSS_baseline_cmp_pvalue,0.0
traffic,lstm,PDS_baseline_cmp_pvalue,0.142659209855866
traffic,tcn,FSS_baseline_cmp,-0.980962636881217
traffic,tcn,PDS_baseline_cmp,0.1372311898627687
traffic,tcn,LTC_step_baseline_cmp,0.6435431241989136
traffic,tcn,LTC_dir_baseline_cmp,-0.1312035173177719
traffic,tcn,FSS_baseline_cmp_pvalue,0.0
traffic,tcn,PDS_baseline_cmp_pvalue,0.2339902488011343
traffic,transformer,FSS_baseline_cmp,-0.9858494892504924
traffic,transformer,PDS_baseline_cmp,-0.2684683737315316
traffic,transformer,LTC_step_baseline_cmp,7.263152122497559
traffic,transformer,LTC_dir_baseline_cmp,-0.0266765691339969
traffic,transformer,FSS_baseline_cmp_pvalue,0.0
traffic,transformer,PDS_baseline_cmp_pvalue,0.0182363025294012
